id,name,description
15,Etching,"Etching is traditionally the process of using strong acid or mordant to cut into the unprotected parts of a metal surface to create a design in intaglio (incised) in the metal.[1] In modern manufacturing, other chemicals may be used on other types of material. As a method of printmaking, it is, along with engraving, the most important technique for old master prints, and remains in wide use today. In a number of modern variants such as microfabrication etching and photochemical milling it is a crucial technique in much modern technology, including circuit boards. In traditional pure etching, a metal plate (usually of copper, zinc or steel) is covered with a waxy ground which is resistant to acid.[2] The artist then scratches off the ground with a pointed etching needle[3] where the artist wants a line to appear in the finished piece, exposing the bare metal. The échoppe, a tool with a slanted oval section, is also used for ""swelling"" lines.[4] The plate is then dipped in a bath of acid, known as the mordant (French for ""biting"") or etchant, or has acid washed over it.[5] The acid ""bites"" into the metal (it undergoes a redox reaction) to a depth depending on time and acid strength, leaving behind the drawing (as carved into the wax) on the metal plate. The remaining ground is then cleaned off the plate. For first and renewed uses the plate is inked in any chosen non-corrosive ink all over and the surface ink drained and wiped clean, leaving ink in the etched forms.

The plate is then put through a high-pressure printing press together with a sheet of paper (often moistened to soften it).[6] The paper picks up the ink from the etched lines, making a print. The process can be repeated many times; typically several hundred impressions (copies) could be printed before the plate shows much sign of wear. The work on the plate can be added to or repaired by re-waxing and further etching; such an etching (plate) may have been used in more than one state.[7]

Etching has often been combined with other intaglio techniques such as engraving (e.g., Rembrandt) or aquatint (e.g., Francisco Goya)."
16,Fresco,"Fresco (plural frescos or frescoes) is a technique of mural painting executed upon freshly laid (""wet"") lime plaster. Water is used as the vehicle for the dry-powder pigment to merge with the plaster, and with the setting of the plaster, the painting becomes an integral part of the wall. The word fresco (Italian: affresco) is derived from the Italian adjective fresco meaning ""fresh"", and may thus be contrasted with fresco-secco or secco mural painting techniques, which are applied to dried plaster, to supplement painting in fresco. The fresco technique has been employed since antiquity and is closely associated with Italian Renaissance painting.[1][2] The word fresco is commonly and inaccurately used in English to refer to any wall painting regardless of the plaster technology or binding medium. This, in part, contributes to a misconception that the most geographically and temporally common wall painting technology was the painting into wet lime plaster. Even in apparently Buon fresco technology, the use of supplementary organic materials was widespread, if underrecognized."
17,Literature,"Literature is any collection of written work, but it is also used more narrowly for writings specifically considered to be an art form, especially prose fiction, drama, and poetry.[1] In recent centuries, the definition has expanded to include oral literature, much of which has been transcribed.[2] Literature is a method of recording, preserving, and transmitting knowledge and entertainment, and can also have a social, psychological, spiritual, or political role.

Literature, as an art form, can also include works in various non-fiction genres, such as biography, diaries, memoir, letters, and essays. Within its broad definition, literature includes non-fictional books, articles or other printed information on a particular subject.[3][4]

Etymologically, the term derives from Latin literatura/litteratura ""learning, a writing, grammar,"" originally ""writing formed with letters,"" from litera/littera ""letter"".[5] In spite of this, the term has also been applied to spoken or sung texts.[6][7] Developments in print technology have allowed an ever-growing distribution and proliferation of written works, which now includes electronic literature.

Literature is classified according to whether it is poetry, prose or drama, and such works are often further categorized according to historical period, adherence to certain aesthetic features, or genre."
18,Journalism,"Journalism is the production and distribution of reports on the interaction of events, facts, ideas, and people that are the ""news of the day"" and that informs society to at least some degree of accuracy. The word, a noun, applies to the occupation (professional or not), the methods of gathering information, and the organizing literary styles.

The appropriate role for journalism varies from countries to country, as do perceptions of the profession, and the resulting status. In some nations, the news media are controlled by government and are not independent.[1] In others, news media are independent of the government and operate as private industry. In addition, countries may have differing implementations of laws handling the freedom of speech, freedom of the press as well as slander and libel cases.

The proliferation of the Internet and smartphones has brought significant changes to the media landscape since the turn of the 21st century. This has created a shift in the consumption of print media channels, as people increasingly consume news through e-readers, smartphones, and other personal electronic devices, as opposed to the more traditional formats of newspapers, magazines, or television news channels. News organizations are challenged to fully monetize their digital wing, as well as improvise on the context in which they publish in print. Newspapers have seen print revenues sink at a faster pace than the rate of growth for digital revenues."
19,Writing,"Writing is a neuropsychological activity involving cognitive and physical processes and the use of writing systems to structure and translate human thoughts into persistent representations of human language. A system of writing relies on many of the same semantic structures as the language it represents, such as lexicon and syntax, with the added dependency of a system of symbols representing that language's phonology and morphology. Nevertheless, written language may take on characteristics distinctive from any available in spoken language.[1]

The outcome of this activity, also called ""writing,"" and sometimes a ""text,"" is a series of physically inscribed, mechanically transferred, or digitally represented linguistic symbols. The interpreter or activator of a text is called a ""reader"".[2]

Writing systems do not themselves constitute languages (with the debatable exception of computer languages); they are a means of rendering language into a form that can be reconstructed by other humans separated by time and/or space.[3][4] While not all languages use a writing system, those that do can complement and extend capacities of spoken language by creating durable forms of language that can be transmitted across space (e.g. written correspondence) and stored over time (e.g. libraries or other public records).[5] Writing can also have knowledge-transforming effects, since it allows humans to externalize their thinking in forms that are easier to reflect on, elaborate, reconsider, and revise."
20,Satire,"Satire is a genre of the visual, literary, and performing arts, usually in the form of fiction and less frequently non-fiction, in which vices, follies, abuses, and shortcomings are held up to ridicule, often with the intent of shaming or exposing the perceived flaws of individuals, corporations, government, or society itself into improvement.[1] Although satire is usually meant to be humorous, its greater purpose is often constructive social criticism, using wit to draw attention to both particular and wider issues in society.

A feature of satire is strong irony or sarcasm —""in satire, irony is militant"", according to literary critic Northrop Frye—[2] but parody, burlesque, exaggeration,[3] juxtaposition, comparison, analogy, and double entendre are all frequently used in satirical speech and writing. This ""militant"" irony or sarcasm often professes to approve of (or at least accept as natural) the very things the satirist wishes to question.

Satire is found in many artistic forms of expression, including internet memes, literature, plays, commentary, music, film and television shows, and media such as lyrics.
"
21,Cartoons,"A cartoon is a type of visual art that is typically drawn, frequently animated, in an unrealistic or semi-realistic style. The specific meaning has evolved over time, but the modern usage usually refers to either: an image or series of images intended for satire, caricature, or humor; or a motion picture that relies on a sequence of illustrations for its animation. Someone who creates cartoons in the first sense is called a cartoonist,[1] and in the second sense they are usually called an animator.

The concept originated in the Middle Ages, and first described a preparatory drawing for a piece of art, such as a painting, fresco, tapestry, or stained glass window. In the 19th century, beginning in Punch magazine in 1843, cartoon came to refer – ironically at first – to humorous artworks in magazines and newspapers. Then it also was used for political cartoons and comic strips. When the medium developed, in the early 20th century, it began to refer to animated films which resembled print cartoons."
22,Decorations,"The decorative arts are arts or crafts whose object is the design and manufacture of objects that are both beautiful and functional. It includes most of the arts making objects for the interiors of buildings, and interior design, but not usually architecture. Ceramic art, metalwork, furniture, jewellery, fashion, various forms of the textile arts and glassware are major groupings.

Applied arts largely overlaps with decorative arts, and the modern making of applied art is usually called design. The decorative arts are often categorized in distinction to the ""fine arts"", namely painting, drawing, photography, and large-scale sculpture, which generally produce objects solely for their aesthetic quality and capacity to stimulate the intellect."
23,Animal Painting,"An animal painter is an artist who specialises in (or is known for their skill in) the portrayal of animals.

The OED dates the first express use of the term ""animal painter"" to the mid-18th century: by English physician, naturalist and writer John Berkenhout (1726-1791).[2] From the early 20th century, wildlife artist became a more usual term for contemporary animal painters."
24,Manga,"Manga (Japanese: 漫画 [maŋga])[a] are comics or graphic novels originating from Japan. Most manga conform to a style developed in Japan in the late 19th century,[1] and the form has a long history in earlier Japanese art.[2] The term manga is used in Japan to refer to both comics and cartooning. Outside of Japan, the word is typically used to refer to comics originally published in the country.[3]

In Japan, people of all ages and walks of life read manga. The medium includes works in a broad range of genres: action, adventure, business and commerce, comedy, detective, drama, historical, horror, mystery, romance, science fiction and fantasy, erotica (hentai and ecchi), sports and games, and suspense, among others.[4][5] Many manga are translated into other languages.[6]

Since the 1950s, manga has become an increasingly major part of the Japanese publishing industry.[7] By 1995, the manga market in Japan was valued at ¥586.4 billion ($6–7 billion),[8] with annual sales of 1.9 billion manga books and manga magazines in Japan (equivalent to 15 issues per person).[9] In 2020 Japan's manga market value hit a new record of ¥612.6 billion due to the fast growth of digital manga sales as well as increase of print sales.[10][11] Manga have also gained a significant worldwide audience.[12][13][14] Beginning with the late 2010s manga started massively outselling American comics.[15] In 2020 the North American manga market was valued at almost $250 million.[16] According to NPD BookScan manga made up 76% of overall comics and graphic novel sales in the US in 2021.[17] The fast growth of the North American manga market has been attributed to manga's wide availability on digital reading apps, book retailer chains such as Barnes & Noble and online retailers such as Amazon as well as the increased streaming of anime.[18][19] According to Jean-Marie Bouissou, manga represented 38% of the French comics market in 2005.[20] This is equivalent to approximately 3 times that of the United States and was valued at about €460 million ($640 million).[21] In Europe and the Middle East, the market was valued at $250 million in 2012.[22]

Manga stories are typically printed in black-and-white—due to time constraints, artistic reasons (as coloring could lessen the impact of the artwork)[23] and to keep printing costs low[24]—although some full-color manga exist (e.g., Colorful). In Japan, manga are usually serialized in large manga magazines, often containing many stories, each presented in a single episode to be continued in the next issue. Collected chapters are usually republished in tankōbon volumes, frequently but not exclusively paperback books.[25] A manga artist (mangaka in Japanese) typically works with a few assistants in a small studio and is associated with a creative editor from a commercial publishing company.[26] If a manga series is popular enough, it may be animated after or during its run.[27] Sometimes, manga are based on previous live-action or animated films.[28]

Manga-influenced comics, among original works, exist in other parts of the world, particularly in those places that speak Chinese (""manhua""), Korean (""manhwa""), English (""OEL manga""), and French (""manfra""), as well as in the nation of Algeria (""DZ-manga"")."
25,Critic,"A critic is a person who communicates an assessment and an opinion of various forms of creative works such as art, literature, music, cinema, theater, fashion, architecture, and food. Critics may also take as their subject social or government policy. Critical judgments, whether derived from critical thinking or not, weigh up a range of factors, including an assessment of the extent to which the item under review achieves its purpose and its creator's intention and a knowledge of its context. They may also include a positive or negative personal response.

Characteristics of a good critic are articulateness, preferably having the ability to use language with a high level of appeal and skill. Sympathy, sensitivity and insight are important too. Form, style and medium are all considered by the critic. In architecture and food criticism, the item's function, value and cost may be added components.

Critics are publicly accepted and, to a significant degree, followed because of the quality of their assessments or their reputation. Influential critics of art, music, theater and architecture often present their arguments in complete books. One very famous example is John Ruskin's Seven Lamps of Architecture and The Stones of Venice. Critics may base their assessment on a range of theoretical positions. For instance, they may take a feminist or Freudian perspective.[1]

Unlike other individuals who may editorialize on subjects via websites or letters written to publications, professional critics are paid to produce their assessment and opinions for print, radio, magazine, television, or Internet companies. When their personal opinion outweighs considered judgment, people who give opinions, whether on current events, public affairs, sports, media or art are often referred to as ""pundits"" instead of critics.

Critics are themselves subject to competing critics, since the final critical judgment always entails subjectivity. An established critic can play a powerful role as a public arbiter of taste or opinion. Also, critics or a coordinated group of critics, may award symbols of recognition.
"
26,Design,"A design is a plan or specification for the construction of an object or system or for the implementation of an activity or process or the result of that plan or specification in the form of a prototype, product, or process. The verb to design expresses the process of developing a design. In some cases, the direct construction of an object without an explicit prior plan (such as in craftwork, some engineering, coding, and graphic design) may also be considered to be a design activity. The design usually has to satisfy certain goals and constraints; may take into account aesthetic, functional, economic, or socio-political considerations; and is expected to interact with a certain environment. Typical examples of designs include architectural and engineering drawings, circuit diagrams, sewing patterns and less tangible artefacts such as business process models.["
27,Tapestry,"Tapestry is a form of textile art, traditionally woven by hand on a loom. Tapestry is weft-faced weaving, in which all the warp threads are hidden in the completed work, unlike most woven textiles, where both the warp and the weft threads may be visible. In tapestry weaving, weft yarns are typically discontinuous; the artisan interlaces each coloured weft back and forth in its own small pattern area. It is a plain weft-faced weave having weft threads of different colours worked over portions of the warp to form the design.[1]

Tapestry is relatively fragile, and difficult to make, so most historical pieces are intended to hang vertically on a wall (or sometimes in tents), or sometimes horizontally over a piece of furniture such as a table or bed. Some periods made smaller pieces, often long and narrow and used as borders for other textiles. European tapestries are normally made to be seen only from one side, and often have a plain lining added on the back. However, other traditions, such as Chinese kesi and that of Pre-Columbian Peru, make tapestry to be seen from both sides.[2] Most weavers use a natural warp thread, such as wool, linen or cotton. The weft threads are usually wool or cotton but may include silk, gold, silver, or other alternatives.


Tapestry Room from Croome Court, moved to the Metropolitan Museum of Art, hung with made to measure 18th-century Gobelins tapestries, also covering the chairs. 1763-71
Tapestry should be distinguished from the different technique of embroidery,[3] although large pieces of embroidery with images are sometimes loosely called ""tapestry"",[4] as with the famous Bayeux Tapestry, which is in fact embroidered.[5] From the Middle Ages on European tapestries could be very large, with images containing dozens of figures. They were often made in sets, so that a whole room could be hung with them.


The Triumph of Fame, probably Brussels, 1500s
In late medieval Europe tapestry was the grandest and most expensive medium for figurative images in two dimensions, and despite the rapid rise in importance of painting it retained this position in the eyes of many Renaissance patrons until at least the end of the 16th century, if not beyond.[6] The European tradition continued to develop and reflect wider changes in artistic styles until the French Revolution and Napoleonic Wars, before being revived on a smaller scale in the 19th century."
28,Posters,"A poster is a large sheet that is placed either on a public space to promote something or on a wall as decoration.[1][2][3] Typically, posters include both textual and graphic elements, although a poster may be either wholly graphical or wholly text. Posters are designed to be both eye-catching and informative. Posters may be used for many purposes. They are a frequent tool of advertisers (particularly of events, musicians, and films), propagandists, protestors, and other groups trying to communicate a message. Posters are also used for reproductions of artwork, particularly famous works, and are generally low-cost compared to the original artwork. The modern poster, as we know it, however, dates back to the 1840s and 1850s when the printing industry perfected colour lithography and made mass production possible."
29,Violins,"The violin, sometimes known as a fiddle, is a wooden chordophone (string instrument) in the violin family. Most violins have a hollow wooden body. It is the smallest and thus highest-pitched instrument (soprano) in the family in regular use.[a] The violin typically has four strings (some can have five), usually tuned in perfect fifths with notes G3, D4, A4, E5, and is most commonly played by drawing a bow across its strings. It can also be played by plucking the strings with the fingers (pizzicato) and, in specialized cases, by striking the strings with the wooden side of the bow (col legno).

Violins are important instruments in a wide variety of musical genres. They are most prominent in the Western classical tradition, both in ensembles (from chamber music to orchestras) and as solo instruments. Violins are also important in many varieties of folk music, including country music, bluegrass music, and in jazz. Electric violins with solid bodies and piezoelectric pickups are used in some forms of rock music and jazz fusion, with the pickups plugged into instrument amplifiers and speakers to produce sound. The violin has come to be incorporated in many non-Western music cultures, including Indian music and Iranian music. The name fiddle is often used regardless of the type of music played on it.

The violin was first known in 16th-century Italy, with some further modifications occurring in the 18th and 19th centuries to give the instrument a more powerful sound and projection. In Europe, it served as the basis for the development of other stringed instruments used in Western classical music, such as the viola.[1][2][3]

Violinists and collectors particularly prize the fine historical instruments made by the Stradivari, Guarneri, Guadagnini and Amati families from the 16th to the 18th century in Brescia and Cremona (Italy) and by Jacob Stainer in Austria. According to their reputation, the quality of their sound has defied attempts to explain or equal it, though this belief is disputed.[4][5] Great numbers of instruments have come from the hands of less famous makers, as well as still greater numbers of mass-produced commercial ""trade violins"" coming from cottage industries in places such as Saxony, Bohemia, and Mirecourt. Many of these trade instruments were formerly sold by Sears, Roebuck and Co. and other mass merchandisers.

The components of a violin are usually made from different types of wood. Violins can be strung with gut, Perlon or other synthetic, or steel strings. A person who makes or repairs violins is called a luthier or violinmaker. One who makes or repairs bows is called an archetier or bowmaker."
30,History,"History (derived from Ancient Greek ἱστορία (historía) 'inquiry; knowledge acquired by investigation')[1] is the systematic study and documentation of human activity.[2][3] The time period of events before the invention of writing systems is considered prehistory.[4] ""History"" is an umbrella term comprising past events as well as the memory, discovery, collection, organization, presentation, and interpretation of these events. Historians seek knowledge of the past using historical sources such as written documents, oral accounts, art and material artifacts, and ecological markers.[5] History is not complete and still has debatable mysteries.

History is also an academic discipline which uses narrative to describe, examine, question, and analyze past events, and investigate their patterns of cause and effect.[6][7] Historians often debate which narrative best explains an event, as well as the significance of different causes and effects. Historians also debate the nature of history as an end in itself, as well as its usefulness to give perspective on the problems of the present.[6][8][9][10]

Stories common to a particular culture, but not supported by external sources (such as the tales surrounding King Arthur), are usually classified as cultural heritage or legends.[11][12] History differs from myth in that it is supported by verifiable evidence. However, ancient cultural influences have helped spawn variant interpretations of the nature of history which have evolved over the centuries and continue to change today. The modern study of history is wide-ranging, and includes the study of specific regions and the study of certain topical or thematic elements of historical investigation. History is often taught as a part of primary and secondary education, and the academic study of history is a major discipline in university studies.

Herodotus, a 5th-century BC Greek historian, is often considered the ""father of history"" (as he was one of the first historians) in the Western tradition,[13] although he has also been criticized as the ""father of lies"".[14][15] Along with his contemporary Thucydides, he helped form the foundations for the modern study of past events and societies.[16] Their works continue to be read today, and the gap between the culture-focused Herodotus and the military-focused Thucydides remains a point of contention or approach in modern historical writing. In East Asia, a state chronicle, the Spring and Autumn Annals, was reputed to date from as early as 722 BC, although only 2nd-century BC texts have survived."
31,Murals,"A mural is any piece of graphic artwork that is painted or applied directly to a wall, ceiling or other permanent substrate. Mural techniques include fresco, mosaic, graffiti and marouflage. The word mural is a Spanish adjective that is used to refer to what is attached to a wall. The term mural later became a noun. In art, the word mural began to be used at the beginning of the 20th century.

In 1906, Dr. Atl issued a manifesto calling for the development of a monumental public art movement in Mexico; he named it in Spanish pintura mural (English: wall painting).[1]

In ancient Roman times, a mural crown was given to the fighter who was first to scale the wall of a besieged town.[2] ""Mural"" comes from the Latin muralis, meaning ""wall painting""."
32,Intaglio,"Intaglio (/ɪnˈtælioʊ, -ˈtɑː-/ in-TAL-ee-oh, -⁠TAH-;[1] Italian: [inˈtaʎʎo]) is the family of printing and printmaking techniques in which the image is incised into a surface and the incised line or sunken area holds the ink.[2] It is the direct opposite of a relief print where the parts of the matrix that make the image stand above the main surface.

Normally, copper or in recent times zinc sheets, called plates, are used as a surface or matrix, and the incisions are created by etching, engraving, drypoint, aquatint or mezzotint, often in combination.[3] Collagraphs may also be printed as intaglio plates.[4]

After the decline of the main relief technique of woodcut around 1550, the intaglio techniques dominated both artistic printmaking as well as most types of illustration and popular prints until the mid 19th century."
33,Flowers,"A flower, sometimes known as a bloom or blossom, is the reproductive structure found in flowering plants (plants of the division Angiospermae). The biological function of a flower is to facilitate reproduction, usually by providing a mechanism for the union of sperm with eggs. Flowers may facilitate outcrossing (fusion of sperm and eggs from different individuals in a population) resulting from cross-pollination or allow selfing (fusion of sperm and egg from the same flower) when self-pollination occurs.

There are two types of pollination: self-pollination and cross-pollination. Self-pollination occurs when the pollen from the anther is deposited on the stigma of the same flower, or another flower on the same plant. Cross-pollination is when pollen is transferred from the anther of one flower to the stigma of another flower on a different individual of the same species. Self-pollination happens in flowers where the stamen and carpel mature at the same time, and are positioned so that the pollen can land on the flower's stigma. This pollination does not require an investment from the plant to provide nectar and pollen as food for pollinators.[1]

Some flowers produce diaspores without fertilization (parthenocarpy). Flowers contain sporangia and are the site where gametophytes develop.

Many flowers have evolved to be attractive to animals, so as to cause them to be vectors for the transfer of pollen. After fertilization, the ovary of the flower develops into fruit containing seeds.

In addition to facilitating the reproduction of flowering plants, flowers have long been admired and used by humans to bring beauty to the environment, and also as objects of romance, ritual, esotericism, witchcraft, religion, holistic medicine, and as a source of food."
34,Scenes,"Scene is a movement and subculture that was started in the early 2000s out of the hardcore scene, and became popular in the mid-2000. Members of the original Scene subculture were nicknamed Scene kids, Scenesters, or Trendies. Scene is often confused with or used interchangeably with Emo, a subculture that formed from the music genre ""emotive hardcore"". Music connected to Scene includes crunkcore, deathcore, happy hardcore, metalcore, hardcore, screamo, pop punk and post-hardcore, most notably."
35,Cartography,"Cartography (/kɑːrˈtɒɡrəfi/; from Ancient Greek: χάρτης chartēs, ""papyrus, sheet of paper, map""; and γράφειν graphein, ""write"") is the study and practice of making and using maps. Combining science, aesthetics and technique, cartography builds on the premise that reality (or an imagined reality) can be modeled in ways that communicate spatial information effectively.

The fundamental objectives of traditional cartography are to:

Set the map's agenda and select traits of the object to be mapped. This is the concern of map editing. Traits may be physical, such as roads or land masses, or may be abstract, such as toponyms or political boundaries.
Represent the terrain of the mapped object on flat media. This is the concern of map projections.
Eliminate characteristics of the mapped object that are not relevant to the map's purpose. This is the concern of generalization.
Reduce the complexity of the characteristics that will be mapped. This is also the concern of generalization.
Orchestrate the elements of the map to best convey its message to its audience. This is the concern of map design.
Modern cartography constitutes many theoretical and practical foundations of geographic information systems (GIS) and geographic information science (GISc)."
